Price,Manufacturing_year,Engine capacity,KM driven,Ownership,Imperfections,Repainted Parts,Spare key_Yes,Transmission_Manual,Fuel type_Diesel,Fuel type_Petrol
560000,2017,1197,99905,1,13,9,True,False,False,True
578000,2016,1373,50044,1,9,5,True,True,False,True
651000,2023,998,12621,1,6,1,False,False,False,True
441000,2019,998,27670,2,1,3,True,False,False,True
552000,2023,998,1207,1,1,0,True,False,False,True
450000,2012,1248,100146,1,31,9,True,True,True,False
297000,2013,998,44631,1,0,0,True,True,False,True
664000,2018,1373,85512,1,6,12,False,False,False,True
483000,2022,998,13814,1,1,0,True,True,False,True
412000,2014,1197,124716,1,0,0,True,True,False,True
413000,2018,998,41964,2,6,1,True,False,False,True
475000,2019,998,57936,1,13,6,False,True,False,True
245000,2011,998,85612,1,19,12,False,True,False,True
345000,2015,998,52911,1,23,6,True,True,False,True
1258000,2023,1462,28161,1,1,0,True,True,False,True
456000,2014,1197,41277,1,4,1,True,True,False,True
936000,2020,1462,39121,1,0,0,True,False,False,True
462000,2018,998,31440,1,15,5,False,True,False,True
1408000,2022,1462,10786,1,0,0,True,False,False,True
266000,2012,998,71136,1,29,4,True,True,False,True
501000,2021,998,45951,2,9,12,True,True,False,True
361000,2016,998,62835,2,4,6,True,False,False,True
358000,2016,998,85873,2,23,4,False,False,False,True
278000,2012,998,63196,1,0,0,True,True,False,True
266000,2012,998,79028,1,26,3,True,True,False,True
510000,2018,998,22237,1,9,21,False,True,False,True
358000,2014,998,82634,1,0,0,True,True,False,False
431000,2014,1197,55450,2,0,0,False,True,False,True
489000,2019,998,63339,2,0,0,False,True,False,False
547000,2013,1373,48598,1,3,1,False,True,False,True
525000,2016,1197,31322,2,9,3,False,True,False,True
377000,2014,1197,80409,1,0,0,True,True,False,True
472000,2016,1197,75058,1,22,2,True,True,False,True
211000,2014,796,60963,1,21,7,True,True,False,True
378000,2017,998,78252,2,0,0,True,True,False,False
323000,2017,998,70605,1,0,0,True,False,False,True
297000,2016,998,94154,2,8,9,True,False,False,True
710000,2022,1197,25919,1,0,0,True,True,False,True
485000,2014,1197,27791,1,8,2,False,True,False,True
565000,2020,998,40609,1,6,4,True,True,False,False
520000,2017,1373,62978,1,4,2,False,True,False,True
397000,2017,998,115719,2,0,0,True,True,False,False
544000,2017,1197,27135,1,23,2,False,True,False,True
356000,2014,998,65835,1,15,11,True,True,False,False
488000,2018,998,57098,1,9,1,True,True,False,False
449000,2017,1197,34421,2,4,9,False,True,False,True
825000,2021,1197,4744,1,0,0,False,False,False,True
294000,2014,998,80360,2,17,7,False,True,False,True
496000,2019,998,32605,2,14,5,True,False,False,True
349000,2015,998,43688,1,15,9,False,True,False,True
414000,2017,998,58845,2,28,3,False,True,False,False
641000,2018,1373,23948,1,5,1,False,True,False,True
484000,2018,1197,98346,1,7,3,True,True,False,True
469000,2016,1197,62561,1,10,5,True,True,False,True
525000,2020,998,61137,1,11,7,True,True,False,False
181000,2014,796,107619,3,18,6,False,True,False,False
362000,2012,1197,64036,1,2,4,True,True,False,True
587000,2013,1373,69001,1,8,2,True,True,False,False
426000,2016,998,10347,1,17,5,True,True,False,False
296000,2015,998,31342,2,9,3,True,False,False,True
602000,2015,1248,70911,1,11,3,True,True,True,False
439000,2012,1248,82541,1,8,11,False,True,True,False
548000,2022,1197,9464,1,10,1,True,True,False,True
838000,2021,1462,17902,1,5,1,True,False,False,True
354000,2020,796,37246,2,6,3,True,True,False,True
304000,2013,998,24588,1,17,3,False,True,False,True
551000,2016,1197,60938,2,19,10,True,False,False,True
274000,2013,998,60787,2,11,1,True,True,False,True
513000,2021,1197,7994,1,7,4,True,True,False,True
515000,2018,1197,46150,1,19,8,True,True,False,True
507000,2016,1197,8433,2,6,6,True,True,False,True
294000,2013,998,115715,1,15,2,True,True,False,False
589000,2023,998,5169,1,7,1,True,True,False,True
459000,2018,998,99211,1,16,1,True,True,False,False
348000,2016,998,36942,2,24,4,True,True,False,True
614000,2023,1197,11054,1,8,3,True,True,False,True
521000,2022,998,20485,1,5,6,True,True,False,True
956000,2019,1462,48847,2,1,0,True,False,False,True
424000,2017,998,22789,1,11,2,True,True,False,True
445000,2015,1197,65005,2,18,4,True,True,False,True
286000,2013,998,57444,1,35,3,True,True,False,True
700000,2021,1197,19045,1,2,3,True,False,False,True
467000,2022,1197,6841,1,9,4,True,True,False,True
921000,2019,1462,54342,1,12,0,True,False,False,True
1220000,2022,1462,43830,1,3,4,True,True,False,True
1185000,2022,1462,40395,2,2,0,True,False,False,True
700000,2021,1197,39141,2,3,0,True,False,False,True
389000,2015,1197,82619,1,10,4,False,True,False,True
687000,2018,1462,45236,2,9,5,True,False,False,True
243000,2015,998,75053,1,12,7,True,True,False,True
546000,2020,1197,107988,2,0,0,True,True,False,True
1103000,2022,1462,16283,1,0,0,True,True,False,True
308000,2018,998,52966,1,8,3,True,True,False,True
453000,2016,1197,81039,1,14,2,True,False,False,True
363000,2017,998,36674,1,14,7,True,True,False,True
633000,2020,1462,29871,2,9,3,True,True,False,True
264000,2016,796,29295,1,20,4,False,True,False,True
472000,2019,1197,51244,1,12,2,True,True,False,True
756000,2019,1462,59733,1,7,5,True,True,False,True
887000,2020,1462,26199,1,6,0,False,True,False,True
564000,2017,1197,42752,1,8,3,True,False,False,True
973000,2022,1462,49458,1,4,1,True,True,False,True
332000,2020,796,27947,2,10,0,False,True,False,True
598000,2020,1197,60935,1,11,0,True,True,False,True
377000,2022,796,13283,1,10,1,True,True,False,True
609000,2017,1373,92386,1,17,4,True,True,False,True
710000,2020,1462,24819,1,2,0,False,True,False,True
250000,2013,998,70322,2,11,4,True,True,False,True
528000,2019,1197,29453,1,15,2,True,True,False,True
700000,2022,1462,36045,1,3,0,True,True,False,True
839000,2019,1462,39821,1,5,1,True,False,False,True
511000,2019,1197,33972,1,10,5,True,True,False,True
570000,2019,1197,109938,1,14,5,True,True,False,True
369000,2016,998,21218,1,4,4,True,False,False,True
1288000,2022,1462,6634,1,0,0,True,False,False,True
412000,2019,998,26471,1,7,3,True,False,False,True
398000,2022,796,27014,1,10,2,False,True,False,True
577000,2019,1197,43834,1,11,5,True,True,False,True
627000,2019,1248,86541,1,15,1,True,False,True,False
341000,2017,998,42926,1,3,4,True,False,False,True
455000,2019,1197,57073,1,7,15,False,True,False,True
635000,2021,1197,11486,1,16,5,False,False,False,True
397000,2018,998,11942,1,19,5,True,True,False,True
525000,2019,1197,67091,1,13,4,True,True,False,True
677000,2022,1197,25782,1,8,12,False,True,False,True
809000,2020,1462,30949,1,30,11,True,False,False,True
596000,2018,1197,50947,1,6,0,True,False,False,True
1026000,2023,1462,8502,2,1,0,True,True,False,True
721000,2022,1197,24626,1,34,15,False,True,False,True
665000,2021,1197,38768,1,2,0,True,False,False,True
631000,2022,1197,35218,1,15,5,False,True,False,True
533000,2022,1197,18015,1,8,0,True,True,False,True
424000,2015,1197,43488,2,31,7,True,True,False,True
599000,2022,1197,10783,1,11,2,True,True,False,False
407000,2017,998,22156,1,0,0,False,False,False,True
337000,2016,1197,69235,3,0,0,False,True,False,True
350000,2017,998,60446,1,17,2,True,True,False,True
667000,2021,1197,23264,2,11,0,True,False,False,True
419000,2016,1373,123772,1,36,4,True,True,False,True
523000,2023,1197,10469,1,7,3,True,True,False,True
477000,2016,1197,33099,1,16,0,True,True,False,True
402000,2021,796,38458,1,8,0,False,True,False,False
337000,2018,998,40632,1,16,4,True,False,False,True
452000,2014,1373,39298,1,14,1,False,True,False,True
227000,2015,998,45475,3,37,2,True,True,False,True
686000,2019,1248,102604,1,28,0,False,True,True,False
819000,2019,1462,62418,2,2,6,True,False,False,True
464000,2019,1197,19085,1,3,3,True,True,False,True
435000,2023,998,14943,1,6,0,True,True,False,True
266000,2016,998,86421,1,11,6,False,True,False,True
1062000,2022,1462,24062,1,8,3,True,False,False,True
470000,2017,1197,22148,1,14,7,True,True,False,True
283000,2013,1197,61671,1,16,3,True,True,False,True
622000,2021,1197,30314,1,4,8,True,True,False,True
584000,2019,1197,32866,2,1,1,True,True,False,True
366000,2021,796,8830,1,10,4,False,True,False,True
487000,2020,998,65081,1,9,10,True,True,False,False
162000,2011,998,93282,1,35,10,False,True,False,True
551000,2020,1197,25069,1,6,4,True,True,False,True
681000,2019,1197,15895,1,10,2,True,False,False,True
303000,2015,998,75874,1,7,1,True,True,False,True
503000,2021,998,43689,1,23,2,False,True,False,False
479000,2021,1197,25742,1,6,4,False,True,False,True
594000,2018,1197,27356,2,10,0,True,True,False,True
594000,2020,1197,27841,1,6,3,False,True,False,True
583000,2017,1373,93015,1,19,12,True,True,False,True
498000,2022,1197,32238,2,3,5,False,True,False,True
842000,2021,1462,57060,1,10,10,False,False,False,True
660000,2021,1197,49622,1,11,4,False,False,False,True
301000,2016,998,54080,2,11,7,True,True,False,True
221000,2016,796,97698,2,14,6,True,True,False,True
843000,2022,1197,27052,1,6,6,True,False,False,True
392000,2015,1197,39849,1,28,2,True,True,False,True
254000,2012,1197,41942,1,23,5,True,True,False,True
469000,2023,998,21607,1,3,6,False,True,False,True
208000,2011,1197,31841,1,30,2,True,True,False,True
359000,2017,998,43944,1,24,10,False,True,False,True
470000,2016,1197,89506,1,8,7,True,True,False,True
349000,2015,1197,102460,1,6,9,False,True,False,True
401000,2012,1373,54751,1,24,5,True,True,False,True
763000,2020,1197,15673,1,1,3,True,False,False,True
554000,2018,1462,52662,2,15,3,True,True,False,True
371000,2018,998,60902,2,7,0,True,True,False,True
299000,2013,1197,82496,1,25,8,True,True,False,True
635000,2017,1373,90015,2,10,6,True,False,False,False
528000,2016,1373,57286,1,8,12,False,True,False,True
523000,2019,1197,65056,2,13,2,True,True,False,True
516000,2018,1197,45853,2,18,6,False,True,False,True
406000,2019,998,63194,1,19,6,True,True,False,True
640000,2018,1197,21574,1,6,5,True,True,False,True
526000,2016,1373,87163,1,17,5,True,True,False,True
755000,2022,1197,12432,1,6,2,True,True,False,True
604000,2021,1197,41436,1,5,9,False,True,False,True
548000,2019,1197,47849,2,14,8,False,True,False,False
343000,2016,1197,82344,2,30,2,False,True,False,True
335000,2015,1197,71287,2,29,7,False,True,False,True
526000,2019,1197,8644,1,4,1,True,False,False,True
560000,2018,1197,54458,2,6,4,True,False,False,True
393000,2015,1197,35817,1,8,5,True,True,False,True
490000,2017,1197,47472,1,12,5,True,True,False,True
673000,2022,1197,36051,1,4,6,True,False,False,True
484000,2018,1197,26662,1,2,0,True,False,False,True
502000,2017,1197,91549,1,37,4,True,True,False,True
378000,2020,998,31102,2,27,11,False,True,False,True
265000,2012,1197,34096,1,12,15,False,True,False,True
561000,2019,1197,59602,2,15,5,True,True,False,True
406000,2022,796,2116,1,2,0,False,True,False,True
474000,2016,1373,107298,1,35,12,True,True,False,True
333000,2014,1197,78609,2,39,6,True,True,False,True
622000,2021,1197,33717,1,30,11,True,True,False,True
324000,2016,998,86692,2,4,1,True,False,False,True
573000,2021,1197,20654,1,7,5,False,True,False,True
493000,2016,1373,60410,1,7,2,True,True,False,True
392000,2015,1197,27571,1,0,0,False,True,False,True
373000,2015,1197,59260,1,0,0,True,True,False,True
485000,2015,1373,56400,1,26,5,True,True,False,True
222000,2011,1197,48906,1,43,8,False,True,False,True
320000,2014,1197,72832,1,32,7,True,True,False,True
332000,2020,998,26213,2,14,4,False,True,False,True
1048000,2022,1462,21566,1,1,0,True,False,False,True
334000,2017,998,117691,1,0,0,True,True,False,False
449000,2017,1197,105428,1,27,3,True,True,False,True
419000,2016,1197,94626,1,6,3,True,True,False,True
427000,2019,998,74343,1,30,1,True,False,False,True
273000,2014,998,32631,1,0,0,False,True,False,True
379000,2016,998,37597,2,5,0,False,False,False,True
915000,2022,1462,35472,1,25,3,True,True,False,True
590000,2019,1197,36124,1,10,5,True,False,False,True
644000,2021,1197,33848,1,10,4,True,True,False,True
699000,2020,1197,27579,2,12,0,True,False,False,True
368000,2022,796,34574,1,15,5,True,True,False,True
477000,2020,998,41307,2,9,2,False,False,False,True
503000,2017,1197,29628,1,7,1,True,True,False,True
749000,2019,1462,41735,1,23,8,True,True,False,True
472000,2020,998,20914,1,4,0,True,True,False,True
298000,2018,796,68062,1,12,2,True,True,False,True
932000,2022,1462,15892,1,0,0,True,True,False,True
451000,2015,1248,70867,2,28,6,True,True,True,False
529000,2019,1197,65533,1,24,9,False,True,False,True
545000,2022,1197,13103,1,11,0,True,True,False,True
278000,2018,796,89267,1,19,9,False,True,False,True
336000,2020,796,35457,1,27,3,True,True,False,True
633000,2021,1197,29923,1,10,4,True,True,False,True
154000,2011,998,63048,1,33,3,False,True,False,True
294000,2016,998,48331,2,8,3,True,False,False,True
644000,2021,1197,28415,1,14,3,True,True,False,True
368000,2017,998,103154,1,0,0,False,True,False,False
506000,2017,1197,33665,2,23,6,False,True,False,True
631000,2020,1197,55790,1,1,5,True,True,False,True
644000,2021,1197,25705,1,11,5,True,True,False,True
551000,2019,1197,35190,1,7,5,False,True,False,True
600000,2019,1197,43478,1,22,3,True,True,False,True
462000,2015,1373,109535,1,27,13,True,True,False,True
395000,2017,998,41734,1,6,11,False,False,False,True
598000,2020,1197,60770,1,9,3,False,True,False,True
373000,2018,998,91668,1,12,7,True,True,False,False
630000,2018,1462,43343,1,10,9,True,True,False,True
436000,2017,1197,23582,1,11,6,True,True,False,True
642000,2017,1373,43537,1,13,4,False,True,False,True
417000,2017,1197,42401,1,15,1,True,True,False,True
411000,2018,998,50012,1,29,3,False,False,False,True
410000,2020,998,18442,1,7,1,True,True,False,True
425000,2015,1197,69216,1,25,16,True,True,False,True
373000,2018,998,87192,1,11,9,True,True,False,False
435000,2015,1373,119077,1,27,7,True,True,False,True
218000,2011,1197,68075,1,30,6,True,True,False,True
733000,2019,1462,46573,1,20,2,True,True,False,True
802000,2022,1197,47217,2,8,5,True,True,False,False
533000,2022,1197,12195,1,4,0,False,True,False,True
479000,2020,998,24266,1,8,1,False,True,False,True
648000,2018,1462,104059,1,32,4,True,False,False,True
407000,2020,998,15966,1,7,0,True,True,False,True
510000,2018,1197,38776,1,0,0,True,True,False,True
425000,2022,998,21688,2,1,0,True,True,False,True
804000,2019,1462,27877,1,7,8,True,True,False,True
358000,2017,998,80495,1,33,6,True,False,False,True
506000,2020,998,72472,1,25,4,True,True,False,False
506000,2017,1197,29508,2,14,0,True,True,False,True
312000,2015,998,66325,1,19,2,False,True,False,True
663000,2019,1462,66068,1,14,2,False,True,False,True
660000,2020,1197,35495,1,15,0,True,True,False,True
623000,2019,1197,21221,1,5,4,True,True,False,True
233000,2011,1197,28803,1,0,0,True,True,False,True
417000,2017,1197,47968,1,15,5,True,True,False,True
659000,2020,1197,31845,1,11,6,True,True,False,True
631000,2019,1197,47915,2,24,3,True,False,False,True
369000,2020,998,30651,1,6,2,True,True,False,True
633000,2018,1197,36969,1,12,2,True,False,False,True
592000,2022,998,22666,1,19,0,True,False,False,True
201000,2011,998,31824,3,20,5,False,True,False,True
490000,2017,1197,41801,1,13,5,True,True,False,True
572000,2018,1373,46722,2,9,12,True,False,False,True
491000,2017,1197,68287,1,30,7,False,True,False,True
503000,2017,1197,31714,1,12,5,False,True,False,True
534000,2017,1197,69002,1,21,5,False,False,False,True
627000,2020,1197,59534,1,9,2,True,True,False,False
266000,2014,998,72090,1,21,4,True,True,False,True
542000,2018,1197,70189,1,15,9,False,False,False,True
442000,2016,998,47493,1,10,0,True,False,False,True
272000,2014,998,53117,1,0,0,True,True,False,True
633000,2018,1197,18854,1,6,3,False,False,False,True
608000,2020,1197,38482,1,2,6,False,True,False,True
741000,2019,1462,52112,1,1,4,True,False,False,True
677000,2018,1462,76460,2,8,3,True,True,False,True
182000,2011,1197,43506,1,0,0,True,True,False,True
377000,2022,796,13185,1,8,0,True,True,False,True
355000,2016,998,68891,1,0,0,True,False,False,True
256000,2012,1197,43425,2,0,0,True,True,False,True
272000,2012,1197,51629,1,35,12,True,True,False,True
394000,2018,998,80107,3,0,0,False,True,False,False
374000,2016,998,84574,1,10,8,True,False,False,True
427000,2014,1373,81914,1,5,3,True,True,False,True
287000,2013,1197,82487,2,0,0,True,True,False,True
501000,2019,1197,12716,1,23,2,True,False,False,True
246000,2014,998,64539,2,0,0,False,True,False,True
496000,2015,1197,33752,1,24,8,True,True,False,True
802000,2019,1462,31431,1,17,3,True,False,False,True
412000,2019,998,28660,1,10,3,False,False,False,True
287000,2012,1197,48618,1,29,9,False,True,False,True
411000,2021,998,15360,1,27,3,True,True,False,True
319000,2013,1197,36474,1,0,0,True,True,False,True
446000,2018,998,54533,2,9,4,True,False,False,True
218000,2012,998,32625,1,13,6,False,True,False,True
400000,2014,1197,62656,1,7,5,True,True,False,True
267000,2014,998,65520,1,18,5,False,True,False,True
432000,2021,998,12058,1,9,2,True,True,False,True
297000,2012,1197,54292,1,31,10,False,True,False,True
622000,2019,1197,80139,1,17,7,True,False,False,True
601000,2017,1373,77919,1,21,6,True,True,False,True
642000,2018,1373,119884,1,9,8,True,False,False,True
631000,2020,1197,58514,1,8,1,True,True,False,True
490000,2015,1373,94923,1,21,7,True,True,False,True
388000,2016,998,65734,1,14,0,True,False,False,True
466000,2021,998,27032,1,9,1,True,False,False,True
184000,2011,1197,41367,1,0,0,False,True,False,True
608000,2017,1373,91528,1,32,7,True,False,False,True
363000,2020,796,20288,1,4,3,True,True,False,True
455000,2022,998,12690,1,4,0,True,True,False,True
425000,2015,1197,69308,1,23,8,False,True,False,True
275000,2014,998,65948,2,12,9,True,True,False,True
492000,2022,1197,35102,1,7,1,True,True,False,True
852000,2020,1462,24961,1,10,1,True,True,False,True
477000,2018,1197,58159,1,13,2,True,True,False,True
507000,2019,1197,60326,1,0,0,True,True,False,True
863000,2022,1197,5527,1,1,0,True,False,False,True
471000,2016,1197,56124,1,9,4,True,False,False,True
283000,2017,796,26537,1,16,6,False,True,False,True
265000,2014,998,71297,1,5,3,True,False,False,True
650000,2023,1197,10050,2,15,0,True,True,False,True
494000,2022,998,12708,1,9,2,False,True,False,True
479000,2021,1197,17472,1,11,9,True,True,False,True
1153000,2023,1462,7048,1,3,0,True,True,False,True
793000,2023,1197,18868,1,6,5,True,True,False,False
468000,2015,1373,45312,1,30,4,True,True,False,True
816000,2022,1462,15983,1,6,1,False,True,False,True
421000,2019,998,60076,1,0,0,True,True,False,False
484000,2017,1197,22263,1,0,0,True,True,False,True
647000,2019,1248,59343,2,5,5,False,False,True,False
477000,2018,1197,59288,1,0,0,True,True,False,True
417000,2019,1196,62412,2,3,10,True,True,False,False
216000,2013,998,19685,1,3,0,True,True,False,True
374000,2020,998,54485,1,31,6,True,True,False,True
454000,2019,1197,20189,1,4,6,False,True,False,True
574000,2022,998,6799,1,2,1,True,True,False,False
376000,2017,1197,84544,2,6,1,True,True,False,True
330000,2012,1373,52584,2,31,6,True,True,False,True
368000,2015,1197,65365,1,0,0,True,True,False,True
349000,2017,998,56638,1,0,0,True,True,False,True
618000,2020,1197,36095,2,9,1,True,True,False,True
267000,2016,998,77786,3,10,4,False,False,False,True
490000,2015,1373,56050,1,12,0,True,True,False,True
390000,2018,998,56257,1,0,0,True,True,False,False
410000,2017,1197,88225,1,0,0,True,True,False,False
540000,2023,998,2440,1,3,3,True,True,False,True
671000,2018,1462,51690,1,18,1,True,True,False,True
503000,2020,998,67693,1,23,4,True,True,False,False
336000,2017,998,43451,2,16,0,False,True,False,True
298000,2015,998,46592,1,33,6,True,True,False,True
683000,2021,1197,39686,1,1,6,True,True,False,True
490000,2017,1197,83664,1,14,0,False,True,False,True
625000,2022,998,38261,1,6,7,True,True,False,False
398000,2017,998,40144,1,10,0,True,False,False,True
378000,2017,998,116413,1,0,0,True,True,False,False
482000,2019,998,48593,1,19,3,True,True,False,False
269000,2014,998,57918,2,0,0,False,True,False,True
421000,2020,998,64311,1,9,4,True,True,False,False
311000,2012,1197,55346,1,25,9,True,True,False,True
412000,2014,1373,58200,1,27,6,True,True,False,True
613000,2020,1197,30892,1,5,2,True,True,False,True
325000,2017,998,49080,1,17,3,True,False,False,True
381000,2020,998,39522,1,3,3,False,True,False,True
416000,2017,1197,61039,1,15,1,True,True,False,True
264000,2016,796,17816,1,3,4,True,True,False,True
645000,2021,1197,7386,1,4,0,True,True,False,True
497000,2020,1197,65122,1,6,5,True,True,False,True
634000,2020,1197,40126,1,6,2,True,False,False,True
426000,2020,998,75502,1,20,3,True,True,False,False
638000,2023,1197,14887,1,11,7,True,True,False,True
559000,2023,1197,11194,1,3,0,True,True,False,True
468000,2019,1197,42091,2,10,8,False,True,False,True
356000,2017,998,81370,1,4,11,True,True,False,False
502000,2021,1197,24003,2,3,4,False,True,False,True
284000,2014,998,58808,2,13,3,True,False,False,True
837000,2021,1462,29125,2,3,0,True,False,False,True
563000,2022,998,23928,1,9,0,False,True,False,False
593000,2019,1197,40276,2,4,1,True,False,False,True
437000,2018,1197,53062,1,22,7,True,True,False,True
211000,2015,796,67219,2,9,6,True,True,False,True
278000,2016,998,37983,1,6,8,True,True,False,True
292000,2016,998,121389,1,27,0,True,True,False,True
420000,2019,1196,43731,1,4,9,True,True,False,True
230000,2016,796,89853,1,25,7,False,True,False,True
553000,2020,1197,27940,2,7,0,False,True,False,True
269000,2014,1197,57273,1,0,0,True,True,False,True
588000,2020,1197,66093,2,21,6,True,True,False,True
648000,2019,1197,22779,2,2,3,True,False,False,True
495000,2017,1197,50509,1,24,2,False,False,False,True
397000,2018,998,72457,1,7,9,True,True,False,False
449000,2018,1197,100481,1,15,4,True,False,False,False
476000,2019,1197,34898,1,11,4,True,True,False,True
503000,2017,1197,65806,1,28,6,True,True,False,True
619000,2023,998,14131,1,6,1,True,True,False,False
409000,2020,998,29987,1,7,2,True,True,False,True
536000,2022,1197,17745,1,1,1,True,True,False,True
422000,2017,1197,87820,1,10,6,True,True,False,True
516000,2018,1197,36970,1,6,9,True,True,False,True
139000,2011,998,83452,1,27,5,False,True,False,True
626000,2017,1373,33161,1,5,3,True,True,False,True
587000,2018,1197,60275,2,13,7,False,False,False,True
556000,2018,1197,30781,2,7,11,False,True,False,True
689000,2016,1248,81814,2,21,5,True,True,True,False
667000,2021,1197,31851,1,12,2,True,True,False,True
713000,2020,1197,34551,2,5,7,True,False,False,True
542000,2021,1197,16495,1,8,0,True,True,False,True
556000,2019,1197,32226,1,3,0,False,False,False,True
373000,2019,796,16511,2,13,7,True,True,False,True
916000,2022,1462,46533,2,13,0,True,True,False,True
313000,2017,796,23280,1,0,0,True,True,False,True
682000,2018,1197,53792,1,19,3,True,False,False,True
517000,2023,998,19602,1,3,0,False,True,False,True
446000,2018,998,97537,2,27,2,False,True,False,True
475000,2022,998,37808,1,12,3,False,True,False,True
452000,2021,998,21839,2,6,2,True,True,False,True
437000,2017,998,65272,2,13,5,True,False,False,True
680000,2017,1373,33499,2,20,3,True,True,False,True
736000,2018,1462,73050,1,23,1,True,True,False,True
438000,2016,1197,70948,3,17,4,True,True,False,True
590000,2017,1197,49352,1,19,0,True,False,False,True
743000,2022,1197,19025,1,9,4,False,True,False,True
1220000,2023,1462,8264,1,10,0,False,True,False,True
739000,2020,1197,62438,1,4,4,True,True,False,True
319000,2013,998,66819,1,21,8,True,True,False,True
1182000,2023,1462,8727,1,4,0,False,True,False,True
581000,2022,998,16952,1,7,2,False,True,False,True
784000,2020,1462,49739,1,19,8,False,True,False,True
392000,2018,998,119383,1,26,10,True,False,False,True
539000,2016,1248,95343,2,27,9,True,True,True,False
468000,2017,1197,79548,2,14,4,False,True,False,True
254000,2014,998,50925,2,14,4,False,True,False,True
398000,2018,1196,89906,1,11,9,False,True,False,True
568000,2017,1197,68932,1,21,6,False,False,False,True
692000,2018,1373,77543,1,10,8,False,False,False,True
527000,2016,1197,57417,1,14,4,True,True,False,True
807000,2022,1197,44513,1,11,4,False,True,False,True
300000,2017,796,56946,1,7,1,True,True,False,True
332000,2019,796,35479,2,20,8,False,True,False,True
578000,2016,1248,88396,2,28,5,True,False,True,False
501000,2019,1197,29420,2,10,3,False,True,False,True
660000,2018,1197,59613,2,17,1,True,False,False,True
584000,2017,1197,86069,2,26,14,True,True,False,True
476000,2021,998,18880,2,6,0,False,False,False,True
531000,2021,998,6549,1,5,1,False,True,False,True
415000,2022,796,19497,1,7,5,False,True,False,True
744000,2020,1197,72538,1,6,8,True,False,False,True
673000,2023,1197,20335,1,9,4,True,False,False,True
396000,2016,998,74308,1,29,1,True,False,False,True
450000,2022,796,7184,1,3,0,False,True,False,True
573000,2017,998,90881,1,24,1,False,True,False,True
447000,2018,998,85129,1,16,6,False,False,False,True
465000,2020,998,40092,2,6,6,True,False,False,True
460000,2018,1197,81794,1,2,0,True,True,False,True
713000,2020,1197,70579,2,22,2,False,False,False,True
