Price,Manufacturing_year,Engine capacity,KM driven,Ownership,Imperfections,Repainted Parts,Spare key_Yes,Transmission_Manual,Fuel type_Diesel,Fuel type_Petrol
449000,2019,998,70604,1,14,9,True,False,False,True
320000,2018,796,35716,1,14,8,False,True,False,True
637000,2017,1197,29975,1,7,2,True,False,False,True
436000,2017,998,55485,1,9,0,False,True,False,True
707000,2018,1462,78170,2,12,3,False,True,False,True
321000,2019,796,53567,2,9,5,False,True,False,True
532000,2023,998,14243,1,4,4,False,True,False,True
445000,2020,998,23216,1,9,0,True,True,False,True
340000,2017,998,70222,1,25,11,True,True,False,True
502000,2019,1197,98073,1,10,13,False,False,False,True
631000,2017,1197,78967,1,11,7,False,False,False,True
472000,2021,998,10432,1,1,1,False,True,False,True
637000,2022,1197,17243,1,7,0,False,True,False,True
608000,2022,998,58811,1,3,1,True,True,False,True
419000,2014,1197,55989,2,0,0,False,True,False,True
504000,2016,1197,69898,1,13,3,False,True,False,True
382000,2015,998,59745,1,16,10,False,True,False,True
545000,2020,1197,35706,1,10,2,False,True,False,True
464000,2018,998,72164,1,3,0,True,False,False,True
695000,2018,1373,66598,1,6,2,False,True,False,True
440000,2020,998,14896,2,12,1,True,True,False,True
459000,2020,998,27608,1,13,0,False,True,False,True
418000,2015,1197,59471,3,4,7,True,True,False,True
210000,2013,796,79677,2,12,18,True,True,False,True
278000,2016,796,70249,1,0,0,True,True,False,True
371000,2019,796,17290,1,35,5,True,True,False,True
556000,2022,998,20313,1,7,1,True,True,False,True
452000,2019,998,20840,1,9,3,False,False,False,True
661000,2023,1197,5098,1,12,2,True,True,False,True
473000,2022,998,15094,1,4,1,True,True,False,True
370000,2019,796,21999,1,0,0,True,True,False,True
598000,2020,1197,52423,1,10,1,False,False,False,True
558000,2018,1197,73333,2,12,6,True,True,False,True
702000,2022,1197,15176,1,18,5,False,True,False,True
689000,2022,1197,31947,1,13,3,False,True,False,True
505000,2021,998,12067,1,11,7,True,False,False,True
526000,2016,1197,27297,1,5,4,True,True,False,True
589000,2021,1197,58463,1,8,9,False,True,False,True
661000,2022,1197,45808,1,6,0,False,True,False,True
760000,2023,1197,2462,1,4,0,False,True,False,True
600000,2019,1197,76024,2,11,8,False,True,False,True
653000,2018,1197,24902,2,30,1,True,False,False,True
322000,2013,998,29532,2,10,3,True,True,False,True
444000,2017,1197,113744,1,12,8,True,False,False,True
668000,2018,1197,61641,1,6,5,True,True,False,True
626000,2017,1373,77367,2,21,2,False,True,False,True
512000,2016,1197,67466,1,2,2,True,True,False,True
574000,2018,1197,62367,1,15,3,True,True,False,True
452000,2016,1197,86609,1,13,7,False,True,False,True
386000,2021,796,2632,1,6,1,True,True,False,True
360000,2020,796,5093,1,2,0,False,True,False,True
384000,2017,1197,51920,1,18,8,False,True,False,True
641000,2022,998,31366,1,7,1,True,True,False,False
547000,2016,1197,80251,1,24,6,False,True,False,True
634000,2017,1373,80422,1,13,0,True,True,False,True
453000,2019,998,54226,1,20,1,True,False,False,True
592000,2021,998,48061,1,9,4,False,False,False,True
592000,2020,1197,28300,1,14,1,False,False,False,True
807000,2020,1462,38299,1,13,4,True,True,False,True
817000,2018,1373,40101,1,10,3,False,False,False,True
355000,2020,796,24744,1,28,12,True,True,False,True
579000,2019,1197,77467,1,11,3,False,True,False,True
329000,2019,796,43424,1,11,2,False,True,False,True
346000,2018,998,85701,1,21,9,True,False,False,True
330000,2014,998,70820,2,16,9,True,True,False,True
319000,2019,796,41155,1,17,5,False,True,False,True
473000,2014,1197,32533,1,8,2,True,True,False,True
470000,2019,998,49904,1,3,6,False,True,False,True
436000,2017,998,22526,1,0,0,True,True,False,True
694000,2018,1197,24368,2,1,2,False,False,False,True
506000,2017,1197,51952,2,3,1,True,False,False,True
453000,2015,998,69645,1,10,6,True,True,False,True
746000,2017,1373,32897,1,11,6,True,True,False,True
638000,2016,1197,57333,1,6,0,True,True,False,True
1069000,2022,1462,59304,1,1,0,False,True,False,True
486000,2014,1197,73239,1,15,4,False,True,False,True
663000,2017,1373,43129,1,8,0,True,True,False,True
644000,2017,1197,80229,1,8,1,False,False,False,True
470000,2018,1197,92528,2,6,10,True,True,False,True
696000,2023,1197,19575,1,4,0,True,True,False,True
253000,2012,796,33134,1,22,1,True,True,False,True
546000,2015,1197,34673,1,0,0,False,True,False,True
821000,2020,1462,31444,1,1,0,False,True,False,True
444000,2013,1248,96413,1,0,0,False,True,True,False
463000,2012,1197,64557,1,0,0,True,True,False,True
612000,2017,1197,22456,2,13,4,True,False,False,True
1108000,2023,1462,20888,1,1,0,True,True,False,True
487000,2014,1197,70716,1,0,0,False,True,False,True
361000,2011,1197,64003,1,13,5,False,True,False,True
697000,2017,1248,109407,1,35,5,False,True,True,False
694000,2019,1197,54029,1,14,3,False,True,False,True
418000,2017,998,51689,2,10,0,False,True,False,True
452000,2017,998,38004,2,19,1,False,True,False,True
662000,2017,1197,46751,1,3,3,False,True,False,True
1599000,2022,1462,14358,1,3,0,True,True,False,True
512000,2021,1197,39945,1,4,2,False,True,False,True
597000,2018,1197,57341,1,3,0,True,False,False,True
963000,2020,1462,43181,1,6,0,True,False,False,True
619000,2019,1197,32730,2,14,1,True,True,False,True
1192000,2022,1462,29126,1,2,0,True,False,False,True
1007000,2021,1462,33525,1,0,0,True,False,False,True
480000,2015,1373,83683,2,14,5,False,False,False,True
547000,2014,1373,70337,1,22,9,True,True,False,True
279000,2014,796,64243,1,25,3,False,True,False,True
567000,2017,1197,57560,1,22,5,True,True,False,True
518000,2016,1197,86301,2,3,0,True,True,False,True
657000,2023,1197,2896,1,6,6,True,True,False,True
411000,2013,1197,59700,3,0,0,True,True,False,True
508000,2020,1197,66530,1,16,4,True,True,False,True
754000,2016,1248,94438,1,20,9,True,True,True,False
709000,2016,1248,91544,1,7,4,False,True,True,False
295000,2013,998,97830,2,25,4,False,True,False,True
473000,2017,1197,47285,1,8,1,False,True,False,True
560000,2016,1197,53462,1,0,0,False,True,False,True
758000,2021,1197,29003,1,1,0,False,False,False,True
336000,2019,796,39868,1,2,1,True,True,False,True
624000,2022,1197,8524,1,1,0,True,True,False,True
465000,2017,1197,95525,2,3,5,False,False,False,True
619000,2017,1197,81548,1,16,4,False,True,False,True
587000,2017,1197,105779,1,25,3,True,False,False,True
362000,2011,1248,72644,1,0,0,True,True,True,False
394000,2015,998,39773,1,6,1,False,True,False,True
379000,2013,1248,93871,3,0,0,False,True,True,False
502000,2019,998,27215,2,19,2,True,False,False,True
722000,2018,1248,82882,1,19,8,False,True,True,False
515000,2023,998,8882,1,6,4,False,True,False,True
610000,2021,1197,31951,1,4,6,False,False,False,True
564000,2020,1197,15178,1,8,1,True,True,False,True
525000,2016,1197,69995,1,10,1,True,True,False,True
620000,2016,1197,29641,1,1,3,True,True,False,True
442000,2021,998,9677,2,6,1,False,False,False,True
336000,2015,998,49078,2,20,0,True,True,False,True
491000,2014,1197,41074,1,29,5,False,True,False,True
1123000,2021,1462,38819,1,6,1,True,False,False,True
692000,2019,1197,59228,1,23,6,True,True,False,True
673000,2019,1197,65568,2,10,2,False,False,False,True
793000,2020,1462,52878,2,11,2,False,True,False,True
210000,2011,998,69568,2,12,0,False,True,False,True
581000,2015,1248,63916,2,8,1,False,True,True,False
629000,2017,1197,67275,2,8,7,True,False,False,True
496000,2019,998,23686,2,7,2,False,False,False,True
362000,2014,998,14522,2,5,0,True,False,False,True
688000,2018,1197,19437,1,8,1,True,True,False,True
437000,2018,998,69515,1,8,2,False,True,False,True
618000,2017,1197,79589,1,0,0,True,False,False,True
530000,2014,1248,89284,1,31,3,True,True,True,False
716000,2016,1248,78922,2,14,3,False,True,True,False
367000,2014,1197,73631,2,0,0,False,True,False,True
465000,2017,1197,56427,1,15,2,False,True,False,True
596000,2016,1373,75940,1,15,2,True,True,False,True
376000,2012,1197,104807,3,0,0,True,True,False,True
650000,2021,998,45807,1,11,4,True,False,False,True
683000,2019,1197,58029,1,2,0,False,True,False,True
721000,2020,1197,38807,2,6,2,False,False,False,True
495000,2014,1197,56168,1,18,0,True,True,False,True
629000,2016,1373,66695,1,17,8,True,False,False,True
755000,2019,1462,12567,1,6,1,False,True,False,True
515000,2017,1197,77191,2,0,0,False,True,False,True
673000,2017,1248,77413,2,9,6,False,False,True,False
348000,2011,1197,61266,1,10,6,False,True,False,True
613000,2017,1197,22396,2,14,7,True,True,False,True
381000,2016,998,69324,1,19,4,True,False,False,True
563000,2022,998,28788,1,9,0,False,True,False,True
388000,2012,1197,97699,1,0,0,False,True,False,True
208000,2010,998,103867,2,35,10,False,True,False,True
716000,2019,1197,36932,1,17,1,True,True,False,True
565000,2016,1373,96520,2,13,9,False,False,False,True
566000,2021,998,22245,1,11,2,False,True,False,True
299000,2014,998,49599,1,5,0,False,True,False,True
245000,2011,998,53178,3,31,2,False,True,False,True
643000,2022,998,27743,1,0,0,True,False,False,True
479000,2018,998,43407,1,19,4,False,False,False,True
261000,2012,998,71079,1,13,0,False,True,False,True
779000,2020,1462,60741,1,9,2,False,True,False,True
956000,2020,1462,12867,1,2,0,False,False,False,True
694000,2019,1197,28533,2,5,3,True,False,False,True
450000,2014,1197,71516,1,0,0,False,True,False,True
441000,2013,1197,27532,1,0,0,False,True,False,True
620000,2016,1373,68199,2,8,5,False,True,False,True
320000,2015,998,110669,1,34,3,True,True,False,True
527000,2019,998,30598,1,14,4,False,False,False,True
700000,2015,1373,46440,1,3,1,False,True,False,True
718000,2018,1197,64747,1,15,1,False,True,False,True
563000,2018,1197,43456,2,5,2,True,False,False,True
352000,2011,1197,104553,1,25,13,True,True,False,True
702000,2018,1197,26277,2,6,1,True,False,False,True
267000,2014,998,63792,1,0,0,True,True,False,True
424000,2017,998,36404,2,7,9,False,False,False,True
538000,2015,1373,97889,2,41,11,True,True,False,True
440000,2016,998,29309,2,5,2,False,True,False,True
411000,2012,1248,110904,2,32,11,False,True,True,False
471000,2015,1197,74945,3,19,0,False,True,False,True
415000,2013,1248,97837,3,0,0,False,True,True,False
745000,2023,998,8230,1,0,0,True,False,False,True
502000,2019,998,67526,1,11,0,True,False,False,True
390000,2016,998,48043,1,10,2,False,False,False,True
492000,2015,1197,40348,2,14,0,False,True,False,True
997000,2022,1462,14772,1,0,0,True,True,False,True
840000,2020,1462,70110,1,0,0,False,False,False,True
363000,2014,998,35720,1,7,1,False,True,False,True
898000,2019,1462,29041,2,2,1,False,False,False,True
686000,2018,1197,38445,1,10,3,False,True,False,True
267000,2011,998,79659,1,6,13,False,True,False,True
699000,2017,1197,23573,1,4,1,False,True,False,True
406000,2016,998,77319,1,28,7,False,True,False,True
651000,2021,998,8254,1,5,0,False,True,False,True
580000,2023,998,6675,2,1,1,True,False,False,True
398000,2014,998,10558,1,2,4,True,False,False,True
1364000,2023,1462,11016,1,0,0,False,False,False,True
352000,2015,998,77640,1,11,3,True,True,False,True
284000,2013,998,24202,1,33,6,False,True,False,True
408000,2016,998,38333,1,3,1,False,False,False,True
567000,2023,998,3136,1,1,0,False,False,False,True
443000,2020,998,21196,1,5,0,True,True,False,True
823000,2021,1197,26477,2,3,0,False,False,False,True
697000,2019,1197,21955,1,12,0,False,False,False,True
755000,2022,1197,16023,1,9,0,True,False,False,True
275000,2013,796,46661,1,16,3,False,True,False,True
849000,2022,1197,24567,1,3,0,False,False,False,True
543000,2017,1197,68890,1,10,7,False,False,False,True
512000,2012,1197,36201,1,27,3,True,True,False,True
275000,2011,998,34408,2,6,3,True,True,False,True
445000,2018,998,80488,2,10,6,True,False,False,True
420000,2017,998,113666,1,20,1,True,False,False,True
593000,2023,998,7370,1,3,0,True,False,False,True
555000,2016,1197,70649,1,0,0,True,True,False,True
750000,2018,1462,42483,1,14,4,False,True,False,True
352000,2016,998,19613,2,12,7,False,True,False,True
775000,2015,1248,57858,1,10,2,False,True,True,False
646000,2017,1197,48247,1,6,8,True,True,False,True
571000,2023,998,11631,1,2,0,True,False,False,True
503000,2019,998,66087,1,1,5,False,False,False,True
476000,2016,998,51729,1,6,0,True,False,False,True
463000,2020,998,18350,2,5,0,False,False,False,True
397000,2015,998,38523,1,8,5,False,False,False,True
375000,2015,998,27184,2,18,2,True,True,False,True
904000,2019,1462,49968,1,6,2,True,False,False,True
401000,2012,1248,96264,2,0,0,False,True,True,False
555000,2016,1197,92616,2,14,2,False,True,False,True
456000,2017,998,37599,1,0,0,False,True,False,True
367000,2014,998,75385,2,1,0,True,False,False,True
486000,2022,998,6410,1,2,0,True,True,False,True
456000,2021,998,34267,2,10,1,False,True,False,True
254000,2012,998,71979,1,8,4,True,True,False,True
560000,2014,1248,86623,2,42,10,False,True,True,False
421000,2013,1197,106215,2,0,0,False,True,False,True
674000,2016,1373,34800,2,19,9,False,True,False,True
1005000,2018,1248,69668,1,16,0,False,True,True,False
710000,2018,1373,49559,2,4,1,False,True,False,True
660000,2018,1197,36967,1,2,0,False,False,False,True
372000,2014,998,71320,1,0,0,True,False,False,True
420000,2021,796,28158,1,4,1,True,True,False,True
358000,2013,998,40896,1,10,5,False,True,False,True
660000,2021,998,20754,1,3,0,False,False,False,True
439000,2016,998,62383,1,0,0,False,False,False,True
511000,2022,998,13847,1,4,0,False,True,False,True
392000,2017,998,13628,1,28,4,False,True,False,True
662000,2017,1197,57040,1,10,4,False,True,False,True
917000,2019,1462,41774,1,4,0,False,False,False,True
443000,2017,998,84182,2,18,1,True,False,False,True
442000,2016,998,62447,1,11,1,False,False,False,True
610000,2016,1197,91417,2,11,4,True,False,False,True
411000,2019,998,44848,1,18,1,False,True,False,True
765000,2018,1373,50334,2,22,5,False,False,False,True
615000,2019,1197,16416,2,7,0,False,False,False,True
534000,2018,998,35370,1,13,1,False,False,False,True
414000,2015,998,31672,1,6,3,False,True,False,True
397000,2021,796,29878,2,4,0,False,True,False,True
815000,2021,1197,19123,1,0,0,True,False,False,True
754000,2023,1197,4714,1,1,0,True,False,False,True
577000,2018,1197,37330,2,14,5,False,True,False,True
733000,2023,1197,9075,1,2,0,True,True,False,True
772000,2022,1197,34474,1,0,0,True,True,False,True
349000,2011,1248,110407,2,11,7,False,True,True,False
842000,2022,1197,31459,1,23,4,True,False,False,True
631000,2018,1197,44996,1,7,2,False,False,False,True
504000,2017,1373,94757,1,16,7,True,True,False,True
667000,2021,1197,32596,2,7,8,False,False,False,True
981000,2020,1462,50421,1,2,0,False,False,False,True
562000,2016,1197,72633,1,6,4,False,True,False,True
322000,2011,1197,86282,2,0,0,False,True,False,True
670000,2019,1197,24160,1,7,0,False,True,False,True
428000,2018,998,95626,2,5,0,True,False,False,True
410000,2015,998,29628,1,12,6,False,False,False,True
564000,2012,1248,106213,1,19,6,True,True,True,False
563000,2017,1197,37343,1,11,8,False,True,False,True
445000,2016,998,43855,1,13,0,False,False,False,True
404000,2015,998,52643,1,13,1,False,False,False,True
405000,2020,796,2598,1,6,5,True,True,False,True
216000,2011,998,109991,2,29,10,False,True,False,True
617000,2013,1373,51980,1,5,6,True,True,False,True
532000,2018,1197,45037,2,22,18,True,True,False,True
1033000,2022,1462,9884,1,2,1,False,True,False,True
593000,2013,1373,92460,2,6,4,False,True,False,True
486000,2020,998,18106,1,6,0,False,False,False,True
334000,2017,998,72033,1,19,11,False,True,False,True
469000,2019,998,56397,1,4,1,False,False,False,True
670000,2017,998,36274,1,3,0,False,True,False,True
517000,2018,998,10280,1,2,0,False,False,False,True
678000,2016,1373,68828,1,9,0,False,True,False,True
466000,2014,1197,75750,2,20,0,False,True,False,True
522000,2014,1197,32287,1,4,2,False,True,False,True
668000,2019,1197,20945,1,2,0,True,True,False,True
373000,2017,998,32880,2,2,0,False,False,False,True
445000,2018,1196,66374,1,8,0,False,True,False,True
553000,2018,1197,26638,2,3,0,False,True,False,True
495000,2015,1373,95738,2,10,9,False,True,False,True
662000,2021,1197,13228,1,15,0,False,True,False,True
393000,2018,998,39995,3,12,8,False,True,False,True
240000,2012,796,37089,1,21,2,True,True,False,True
363000,2015,998,46241,2,1,1,False,True,False,True
531000,2016,1197,83635,3,5,11,True,False,False,True
507000,2016,1197,74061,2,11,4,True,True,False,True
991000,2023,1197,5154,1,2,0,False,False,False,True
655000,2018,1462,91521,1,26,5,True,True,False,True
505000,2016,1197,44499,2,8,4,False,True,False,True
701000,2021,1197,17079,1,8,0,False,True,False,True
639000,2017,1373,73371,1,8,2,False,False,False,True
1044000,2021,1462,22250,1,6,0,False,False,False,True
450000,2014,1197,89872,1,11,9,True,True,False,True
368000,2021,998,35273,1,13,2,True,True,False,True
714000,2019,1197,25462,1,7,1,True,True,False,True
665000,2018,1197,54397,1,5,3,True,False,False,True
849000,2022,1197,9369,1,7,0,True,False,False,True
654000,2018,998,61005,1,16,6,False,True,False,True
607000,2018,1197,29219,1,13,3,True,False,False,True
661000,2016,1248,60384,2,15,3,True,True,True,False
571000,2014,1373,92745,2,15,3,False,True,False,True
664000,2017,1197,49591,1,0,0,False,True,False,True
634000,2016,1197,27306,1,6,2,True,True,False,True
250000,2014,998,99832,2,36,2,False,True,False,True
420000,2016,998,28404,2,8,3,True,False,False,True
701000,2018,1248,80245,2,6,0,False,True,True,False
369000,2016,998,30851,1,15,6,True,False,False,True
400000,2017,998,17897,1,9,0,True,False,False,True
335000,2013,998,76286,1,16,4,False,True,False,True
402000,2016,998,30478,1,10,2,True,True,False,True
493000,2018,998,39085,1,22,4,False,True,False,True
388000,2016,998,15385,1,7,1,False,False,False,True
574000,2015,1197,30728,1,8,2,False,True,False,True
832000,2016,1248,39774,1,7,1,False,True,True,False
500000,2019,1197,16796,2,6,1,True,False,False,True
460000,2016,998,16385,2,4,2,True,True,False,True
428000,2018,1197,73809,1,4,1,False,True,False,True
551000,2016,1197,47679,2,1,4,False,True,False,True
564000,2019,1197,13515,2,2,0,False,False,False,True
211000,2014,796,56977,2,5,7,False,True,False,True
722000,2021,1462,29865,1,1,1,True,True,False,True
380000,2018,998,89536,1,7,5,False,True,False,False
497000,2023,796,18726,1,2,1,True,True,False,False
596000,2020,1197,81469,1,0,0,True,True,False,True
616000,2020,1197,70958,1,6,6,True,True,False,True
387000,2021,796,18403,2,1,1,True,True,False,True
616000,2020,1197,39992,1,3,1,True,True,False,True
671000,2019,1462,43437,1,2,3,True,True,False,True
896000,2023,1197,22213,1,5,0,True,True,False,True
451000,2018,1197,34558,1,5,2,True,True,False,True
390000,2022,796,24676,1,2,0,True,True,False,True
571000,2022,998,16915,1,2,0,True,True,False,True
945000,2022,1462,27376,2,0,0,True,True,False,True
642000,2017,1373,53155,1,6,2,True,True,False,True
575000,2017,1197,76378,1,1,7,True,True,False,True
517000,2022,1197,14787,1,1,1,False,True,False,True
730000,2021,1197,27957,1,11,2,True,True,False,True
556000,2018,1248,96173,2,7,1,False,True,True,False
570000,2017,1248,60592,2,4,0,True,True,True,False
708000,2019,1197,14032,2,5,0,True,False,False,True
369000,2014,1197,124105,1,0,0,True,True,False,False
678000,2020,1197,45992,1,2,5,True,False,False,True
295000,2014,998,106679,1,29,10,False,False,False,True
743000,2021,1197,24487,1,8,5,False,False,False,True
873000,2020,1462,45058,1,1,0,True,False,False,True
467000,2022,796,21422,1,1,2,True,True,False,False
240000,2017,796,110866,3,0,0,False,True,False,True
632000,2016,1248,86345,2,0,0,True,True,True,False
295000,2014,998,99572,1,25,3,True,True,False,True
1051000,2022,1462,13425,1,0,0,True,True,False,True
489000,2023,998,10106,1,3,0,True,True,False,True
318000,2016,998,73723,2,26,15,True,True,False,True
516000,2018,1197,86832,2,10,5,True,True,False,True
320000,2018,998,46028,2,14,9,True,True,False,True
579000,2020,1197,61231,2,3,5,True,True,False,True
542000,2017,1248,121126,1,30,6,True,True,True,False
313000,2019,796,64745,1,0,0,False,True,False,True
364000,2020,796,32946,1,7,5,True,True,False,True
240000,2012,998,83474,1,0,0,False,True,False,True
561000,2016,1373,54635,1,3,9,True,True,False,True
385000,2017,1197,51758,2,12,8,False,True,False,True
894000,2023,1197,10731,1,0,0,False,True,False,True
709000,2016,1248,88267,1,5,2,True,True,True,False
861000,2022,1197,8368,2,8,2,True,False,False,True
665000,2016,1248,40789,1,32,5,True,True,False,True
850000,2021,1462,11395,1,13,4,True,True,False,True
423000,2022,998,10776,1,4,2,True,True,False,True
300000,2017,796,34461,1,0,0,True,True,False,True
363000,2017,998,104045,1,0,0,False,True,False,True
759000,2022,1197,12276,1,0,0,True,True,False,True
339000,2020,796,29588,2,3,6,True,True,False,True
536000,2020,998,44011,1,0,0,False,True,False,False
584000,2019,1197,19224,1,4,0,False,True,False,True
471000,2016,1197,71982,1,8,4,False,True,False,True
659000,2021,1197,23479,1,1,4,True,True,False,True
556000,2020,998,29795,1,1,3,False,True,False,False
613000,2017,1248,70959,1,36,8,True,True,True,False
501000,2019,1197,27734,1,7,2,True,False,False,True
532000,2016,1197,47275,2,11,4,True,True,False,True
407000,2020,998,66068,2,6,1,True,False,False,True
471000,2017,1197,71220,2,1,0,True,True,False,True
699000,2021,1197,24719,1,6,2,True,True,False,True
480000,2017,1197,89264,1,0,0,True,True,False,True
320000,2019,796,57555,2,2,2,True,True,False,True
850000,2021,1462,28610,1,3,4,True,True,False,True
471000,2022,998,15847,1,0,0,True,True,False,True
327000,2014,998,115256,1,22,6,True,True,False,False
527000,2020,1197,35507,2,0,0,False,True,False,True
481000,2016,1197,59200,1,2,6,True,True,False,True
955000,2022,1462,35515,1,21,9,False,False,False,True
514000,2017,1197,99026,3,5,4,True,True,False,True
454000,2022,998,17426,1,4,4,True,True,False,True
592000,2018,1197,64827,1,3,9,False,False,False,True
418000,2018,1197,94910,1,16,0,False,True,False,True
733000,2022,1197,35783,1,2,1,False,True,False,True
482000,2022,998,28393,1,1,0,True,True,False,True
699000,2021,1197,36251,1,1,1,True,True,False,True
635000,2020,1197,57587,1,6,3,False,True,False,True
593000,2020,1197,54733,1,11,4,True,True,False,True
565000,2017,1197,73866,1,9,10,False,True,False,True
417000,2021,998,63516,1,3,3,True,True,False,True
567000,2017,1197,76121,1,6,3,True,True,False,True
518000,2018,1197,104977,1,29,3,True,False,False,True
326000,2014,998,53063,2,11,5,False,True,False,True
740000,2019,1462,86706,1,3,3,True,False,False,True
635000,2021,1197,38303,1,4,1,True,True,False,True
633000,2021,1197,38969,1,4,1,False,True,False,True
645000,2020,1197,71127,1,15,1,False,True,False,True
724000,2021,1197,23309,1,1,0,True,True,False,True
381000,2015,1196,48661,1,7,1,True,True,False,False
294000,2014,998,45538,2,2,0,False,True,False,True
489000,2017,1197,46407,1,11,2,True,True,False,True
496000,2017,1197,69471,1,5,3,False,True,False,True
839000,2020,1462,40753,1,3,1,True,True,False,True
793000,2020,1462,23702,1,15,5,False,True,False,True
242000,2014,998,49148,1,1,0,True,True,False,True
457000,2023,998,9048,1,4,1,False,True,False,True
280000,2017,796,35703,2,3,6,False,True,False,True
461000,2017,1197,30087,1,2,5,True,False,False,True
489000,2016,1197,29235,1,9,2,True,True,False,True
402000,2020,998,26931,1,2,3,True,True,False,True
789000,2022,1197,24102,2,5,0,True,False,False,True
945000,2023,1462,8899,1,8,0,True,True,False,True
240000,2016,796,68741,2,3,5,False,True,False,True
570000,2017,1197,21576,1,2,7,True,False,False,True
904000,2021,1462,37265,1,7,7,True,False,False,True
532000,2018,1197,50480,1,7,5,True,True,False,True
548000,2018,1197,72942,1,4,5,True,True,False,True
602000,2021,1197,38880,1,2,3,False,True,False,True
471000,2017,1197,37621,1,5,3,True,False,False,True
643000,2021,1197,12797,1,1,0,True,True,False,True
763000,2021,1197,31625,1,7,3,True,False,False,True
657000,2021,1197,11595,1,5,0,True,True,False,True
422000,2017,1196,93158,1,3,2,True,True,False,False
892000,2018,1248,67348,1,4,0,True,True,True,False
633000,2021,1197,25625,1,8,1,False,True,False,True
375000,2013,1197,70348,1,18,7,True,True,False,True
226000,2014,998,36066,2,4,6,True,True,False,True
443000,2019,998,53840,1,0,0,True,True,False,True
513000,2017,1197,60499,1,26,3,True,True,False,True
610000,2017,1248,72753,1,9,1,True,True,True,False
389000,2018,998,30552,1,7,2,False,True,False,True
475000,2017,1197,97030,1,11,6,True,True,False,True
351000,2016,998,73539,2,15,6,True,False,False,True
770000,2018,1462,27894,1,17,3,True,True,False,True
421000,2017,998,19767,1,9,1,True,False,False,True
648000,2018,1373,64686,1,14,1,True,False,False,True
552000,2017,1197,75059,1,5,6,True,True,False,True
638000,2020,1197,58346,1,1,0,False,True,False,True
512000,2016,1248,79630,1,8,7,True,True,True,False
621000,2021,1197,44299,1,1,0,False,True,False,True
862000,2021,1462,19901,1,1,0,False,True,False,True
507000,2015,1373,50022,1,5,2,False,True,False,True
554000,2019,1197,58679,1,24,4,True,True,False,True
557000,2017,1373,73948,2,4,5,True,True,False,True
256000,2012,998,55994,1,20,9,False,True,False,True
